PartNumber,Shape,VT,SizeX,SizeY,Height,FIDL,Position,Pickup,NoPick,Usage,Reject,Error,Dislodge,Rescan,LCR,Pickup Rate,Reject Rate,Error Rate,Dislodge Rate,Success Rate
004.011.0000303(004.011.0050189),SOP8-SERIAL-D10,123,5,5,1.5,,M6-A-1-1,6219,0,6219,0,26,36,0,0,99.42,0,0.42,0.58,99
004.012.0000328,SOP28,123,9.602,4.398,1,"KT16F 113880,KT16F 114035,KT16F 114036",M5-31,5842,18,5824,1,0,3,0,0,99.95,0.02,0,0.05,99.95
004.014.0000140,QFN24 4X4 d10,123,4.063,4.02,0.75,"KT12F 213772,KT12F 213774",M2-10,6161,3,6158,0,0,0,0,0,100,0,0,0,100
004.014.0000230,QFN24 4X4,123,4.063,4.02,0.75,"KT12F 213757,KT12F 213759","M2-8,M4-11",6153,0,6153,0,0,2,0,0,99.97,0,0,0.03,99.97
004.016.0000873,CPU D10,123,24,24,1.4,,"M6-A-3-1,M6-A-5-1,M6-A-7-1,M6-B-1-1,M6-B-3-1,M6-B-5-1,M6-B-7-1,M6-B-9-1",6220,0,6220,0,14,48,0,0,99.23,0,0.23,0.77,99
004.036.0002269(004.036.0002269),FFC51-LVDS,158,32.5,8,2,"KT44L 037983,KT44L 037985","M5-5,M5-6",6174,15,6159,0,0,1,0,0,99.98,0,0,0.02,99.98
004.036.0054253(004.036.0054502),HDMI-19P,152,15,10,6,"KT24L 123880,KT24L 123931,KT24L 123932,KT24L 123933,KT24L 124011,KT24L 124017,KT24L 124018",M4-17,18909,354,18555,0,49,32,0,0,99.83,0,0.26,0.17,99.56
004.056.0000092,PHTOCOUPLER,18,4.67,6.449,3.5,"KT16F 113875,KT16F 113877,KT16F 113991,KT16F 114038,KT16F 114039",M5-13,6381,57,6324,0,3,163,0,0,97.42,0,0.05,2.58,97.38
09-0BAV99-ATXVT,SOT-23,180,1.4,2.9,1.15,"KT8FL K08140,KT8FL K14378","M2-12,M2-27",5123,0,5123,0,0,3,0,0,99.94,0,0,0.06,99.94
09-0SS14A-0BXVT,DO-214AC,70,4.3,2.55,2.25,"KT12F 213503,KT12F 213560,KT12F 213662,KT12F 213773",M5-31,13959,3,13956,0,0,0,0,0,100,0,0,0,100
09-AT00BA-V21WSVT,SOD-323-2,70,1.7,1.3,1.1,"KT8FL J79524,KT8FL K08031,KT8FL K08032,KT8FL K08044,KT8FL K08133,KT8FL K14346",M3-2,11419,21,11398,0,0,0,0,0,100,0,0,0,100
09-AT1N41-48WS6VT,SOD-123,180,1.574,1.203,1.1,"KT8FL K08027,KT8FL K14385,KT8FL K31759",M5-45,11516,6,11510,0,114,0,0,0,100,0,0.99,0,99.01
09-ATBAV9-90000JR,SOT-23,180,1.4,2.9,1.15,"KT8FL K08197,KT8FL K31754",M3-45,3319,0,3319,0,0,9,0,0,99.73,0,0,0.27,99.73
09-ATBAV9-9X15VT,SOT-23,180,1.4,2.9,1.15,"KT8FL K08001,KT8FL K08034,KT8FL K08123,KT8FL K08125,KT8FL K08127,KT8FL K14222,KT8FL K31752",M4-36,22572,6,22566,0,0,2,0,0,99.99,0,0,0.01,99.99
09-ATBAV9-9X15VT-A,,,,,,"KT8FL K14222,KT8FL K14366",M4-36,231,0,231,0,0,3,0,0,98.7,0,0,1.3,98.7
09-B10150-STXVT,TO-252 D2PAK3,75,8.23,10.21,4.8,"KT24L 123796,KT24L 123798,KT24L 123932,KT24L 123933,KT24L 123938,KT24L 123979,KT24L 123980,KT24L 124011,KT24L 124017,KT24L 124018",M6-40,11722,60,11662,0,34,232,0,0,98.01,0,0.29,1.99,97.72
09-BZX84C-24XVT,SOT-23,180,1.4,2.9,1.15,"KT8FL J79414,KT8FL K08043,KT8FL K08063,KT8FL K14265,KT8FL K31629",M3-44,11406,4,11402,0,2,2,0,0,99.98,0,0.02,0.02,99.96
09-DTB0ZX-84C18VT,SOT-23,180,1.4,2.9,1.15,"KT8FL J79411,KT8FL K08028,KT8FL K08076,KT8FL K08085,KT8FL K08122,KT8FL K14220,KT8FL K14329,KT8FL K14343,KT8FL K14378,KT8FL K31760",M3-31,22813,13,22800,0,2,2,0,0,99.99,0,0.01,0.01,99.98
09-DTBZX8-4C5V1VT,SOT-23,180,1.4,2.9,1.15,KT8FL K08149,M2-39,2560,0,2560,0,0,0,0,0,100,0,0,0,100
09-ESD12V-01B17PVT,S-0402 DIODE,60,1,0.5,0.33,"KT8FL K08006,KT8FL K14223,KT8FL K14392",M2-45,13965,4,13961,0,1,2,0,0,99.99,0,0.01,0.01,99.98
09-ESD5V0-A1B0P5VT,R-0402,60,1,0.5,0.33,"KT8FL K08137,KT8FL K14225,KT8FL K14329,KT8FL K14330,KT8FL K14336,KT8FL K14339,KT8FL K14374,KT8FL K31758",M3-20,81243,25,81218,0,1,29,0,0,99.96,0,0,0.04,99.96
09-ESD5V0-J1B0P3JR,R-0402,60,1,0.5,0.33,"KT8FL J79415,KT8FL J79526,KT8FL K08004,KT8FL K08064,KT8FL K08166,KT8FL K08171,KT8FL K08198,KT8FL K14382",M3-22,82771,0,82771,0,4,17,0,0,99.98,0,0,0.02,99.97
09-ESD5V0-J1B15PJR,R-0402,60,1,0.5,0.33,"KT8FL K08036,KT8FL K14276",M3-14,13259,0,13259,0,0,19,0,0,99.86,0,0,0.14,99.86
09-ET0000-M700XVT,DO- SMA 3,180,3.493,2.434,1.2,"KT12F 213503,KT12F 213560,KT12F 213652,KT12F 213656,KT12F 213661,KT12F 213663,KT12F 213700,KT12F 213757,KT12F 213775,KT12F 213790",M5-21,22935,36,22899,0,9,98,0,0,99.57,0,0.04,0.43,99.53
09-ET0000-M7X00VT,SMA,180,3.215,2.156,2.1,KT12F 213790,M4-44,2560,0,2560,0,0,0,0,0,100,0,0,0,100
09-ET00M7-00000JR,SMA,180,3.841,2.523,2.1,KT12F 213700,M4-35,3306,0,3306,0,0,0,0,0,100,0,0,0,100
09-FT0000-GR2KAVT,SMA,70,2.785,2.187,2.1,"KT12F 213563,KT12F 213652,KT12F 213664,KT12F 213789",M4-19,11404,8,11396,0,0,0,0,0,100,0,0,0,100
09-HTYBSM-6010XVT,PONT DE DIODE-YBS3010A,70,6.656,10.081,1.3,"KT24L 123796,KT24L 123880,KT24L 123931,KT24L 123932,KT24L 123979,KT24L 123981,KT24L 124011,KT24L 124012","M4-26,M4-27",22812,15,22797,0,0,5,0,0,99.98,0,0,0.02,99.98
09-ST00SS-315HVT,DO-SMC,180,5.542,5.611,2.3,"KT16F 113877,KT16F 113879,KT16F 113923,KT16F 114035,KT16F 114036,KT16F 114038",M5-27,11406,10,11396,0,0,0,0,0,100,0,0,0,100
09-ST0SS1-40000JR,SMA,180,3.841,2.523,2.1,"KT12F 213661,KT12F 213663,KT12F 213774,KT12F 213775",M5-30,6620,0,6620,0,24,8,0,0,99.88,0,0.36,0.12,99.52
09-TT26A0-5L05LVT,SOT23-6,123,1.6,2.9,1.1,"KT8FL K08133,KT8FL K31720",M2-34,5173,0,5173,0,22,31,0,0,99.4,0,0.43,0.6,98.98
0CC100BKF1A,C-0402,60,1.016,0.508,0.49,"KT8FL K08110,KT8FL K08138,KT8FL K08140,KT8FL K31753",M3-17,23005,0,23005,0,0,13,0,0,99.94,0,0,0.06,99.94
0CC103BK5BA,C-0402,60,1.016,0.508,0.49,"KT8FL K08035,KT8FL K08141,KT8FL K08169,KT8FL K31716,KT8FL K31751",M2-20,42081,6,42075,0,0,18,0,0,99.96,0,0,0.04,99.96
0CC120BK4AA,C-0402,60,1.016,0.508,0.49,"KT8FL J79406,KT8FL J79530,KT8FL K08028,KT8FL K14331,KT8FL K31618",M3-27,23022,4,23018,0,0,26,0,0,99.89,0,0,0.11,99.89
0CC150BK4AA,C-0402,60,1.016,0.508,0.49,"KT8FL K08037,KT8FL K08041,KT8FL K08139,KT8FL K08187",M3-28,23010,5,23005,0,1,12,0,0,99.95,0,0,0.05,99.94
0CC151BK41A,C-0402,60,1.016,0.508,0.49,"KT8FL K08031,KT8FL K08061,KT8FL K08065,KT8FL K08110,KT8FL K08133,KT8FL K14367,KT8FL K14394",M5-40,63849,8,63841,0,10,38,0,0,99.94,0,0.02,0.06,99.92
0CC180BKFAA,C-0402,60,1.016,0.508,0.49,"KT8FL K08063,KT8FL K14335",M4-4,307,4,303,0,0,3,0,0,99.01,0,0,0.99,99.01
0CC221BKFAA,C-0402,60,1.016,0.508,0.49,"KT8FL K08033,KT8FL K31718",M1-32,2154,4,2150,0,0,0,0,0,100,0,0,0,100
0CC223BK5BA,C-0402,60,1.016,0.508,0.49,"KT8FL K08038,KT8FL K14222,KT8FL K14223,KT8FL K14328,KT8FL K14368",M2-28,25430,12,25418,0,0,14,0,0,99.94,0,0,0.06,99.94
0CC560BK41A,C-0402,60,1.016,0.508,0.49,"KT8FL K14331,KT8FL K14348",M2-38,611,4,607,0,2,5,0,0,99.18,0,0.33,0.82,98.85
0CH1224K512,C-0603,60,1.524,0.762,0.67,"KT8FL J79527,KT8FL K08139,KT8FL K14392",M5-45,6053,4,6049,0,0,5,0,0,99.92,0,0,0.08,99.92
0CH1474K562,C-0603,60,1.524,0.762,0.67,"KT8FL K08002,KT8FL K08169,KT8FL K08198,KT8FL K14331",M2-34,11510,4,11506,0,0,4,0,0,99.97,0,0,0.03,99.97
0CH5220K618,C-0402,60,1.016,0.508,0.49,"KT8FL J79415,KT8FL K14335,KT8FL K14380",M2-18,21643,0,21643,0,0,39,0,0,99.82,0,0,0.18,99.82
0CH5470K618,C-0402,60,1.016,0.508,0.49,"KT8FL J79411,KT8FL J79523,KT8FL K08170,KT8FL K31628,KT8FL K31716",M2-27,29374,4,29370,0,4,11,0,0,99.96,0,0.01,0.04,99.95
0CK101BK4EA,C-0402,60,1.016,0.508,0.49,"KT8FL K08036,KT8FL K14339",M2-1,7565,4,7561,0,0,10,0,0,99.87,0,0,0.13,99.87
0CK102BK56A,C-0402,60,1.016,0.508,0.49,"KT8FL K08107,KT8FL K08128,KT8FL K14379,KT8FL K14386,KT8FL K31718",M2-25,41531,6,41525,0,0,68,0,0,99.84,0,0,0.16,99.84
0CK104BF56A,C-0402,60,1.016,0.508,0.49,"KT8FL J79410,KT8FL J79413,KT8FL J79415,KT8FL J79530,KT8FL K08003,KT8FL K08037,KT8FL K08039,KT8FL K08043,KT8FL K08066,KT8FL K08070,KT8FL K08077,KT8FL K08082,KT8FL K08110,KT8FL K08141,KT8FL K08143,KT8FL K08148,KT8FL K08187,KT8FL K08196,KT8FL K14218,KT8FL K14348,KT8FL K14369,KT8FL K14394",M1-19,288032,225,287807,33,21,361,0,0,99.87,0.01,0.01,0.13,99.87
0CK104BH56A,C-0402,60,1.016,0.508,0.49,"KT8FL J79408,KT8FL J79412,KT8FL K08003,KT8FL K08084,KT8FL K08110,KT8FL K08122,KT8FL K08141,KT8FL K08166,KT8FL K08198,KT8FL K14221,KT8FL K14225,KT8FL K14278,KT8FL K31624,KT8FL K31716,KT8FL K31752",M4-32,162169,25,162144,0,9,87,0,0,99.95,0,0.01,0.05,99.94
0CK104CK56A,C-0603,60,1.524,0.762,0.67,"KT8FL J79409,KT8FL K08026,KT8FL K08129,KT8FL K08130,KT8FL K08142,KT8FL K08147,KT8FL K14220,KT8FL K14221,KT8FL K14276,KT8FL K14277,KT8FL K14329,KT8FL K14368,KT8FL K14382,KT8FL K31716,KT8FL K31753",M4-33,61534,20,61514,0,14,120,0,0,99.8,0,0.02,0.2,99.78
0CK105CD56A,C-0603,60,1.524,0.762,0.67,"KT8FL J79414,KT8FL K08010,KT8FL K08043,KT8FL K08064,KT8FL K08084,KT8FL K08126,KT8FL K08180,KT8FL K14224,KT8FL K14343,KT8FL K14378,KT8FL K14381,KT8FL K14383,KT8FL K14386,KT8FL K31625,KT8FL K31759",M5-41,54722,36,54686,0,7,86,0,0,99.84,0,0.01,0.16,99.83
0CK105CK56A,C-0603,60,1.524,0.762,0.67,"KT8FL J79414,KT8FL J79522,KT8FL K08002,KT8FL K08082,KT8FL K08084,KT8FL K08121,KT8FL K08143,KT8FL K08144,KT8FL K08168,KT8FL K14224,KT8FL K14225,KT8FL K14276,KT8FL K14330,KT8FL K14347,KT8FL K14350,KT8FL K14385,KT8FL K31621,KT8FL K31752",M2-22,81613,38,81575,5,31,125,0,0,99.85,0.01,0.04,0.15,99.81
0CK222BKG6A,C-0402,60,1.016,0.508,0.49,"KT8FL K08129,KT8FL K14349",M3-41,5750,0,5750,0,0,2,0,0,99.97,0,0,0.03,99.97
0CK224DK46A,C-0805,60,2.03,1.27,0.87,"KT8FL K08043,KT8FL K08126,KT8FL K08132,KT8FL K08138,KT8FL K08165,KT8FL K08175,KT8FL K14334",M3-33,11601,4,11597,0,24,77,0,0,99.34,0,0.21,0.66,99.13
0CK272BKF6A,C-0402,60,1.016,0.508,0.49,"KT8FL K08106,KT8FL K08123,KT8FL K14384",M3-34,11509,4,11505,0,4,5,0,0,99.96,0,0.03,0.04,99.92
0CK331BKFDA,C-0402,60,1.016,0.508,0.49,"KT8FL K08004,KT8FL K08134",M2-13,11526,0,11526,0,0,24,0,0,99.79,0,0,0.21,99.79
0CK471BK56A,C-0402,60,1.016,0.508,0.49,"KT8FL K08197,KT8FL K31759",M4-3,300,0,300,0,0,0,0,0,100,0,0,0,100
0CK474DK56A,C-0805,60,2.03,1.27,0.87,"KT8FL J79415,KT8FL K08007,KT8FL K08039,KT8FL K14218,KT8FL K14329,KT8FL K14330,KT8FL K14338",M3-35,12705,4,12701,0,0,5,0,0,99.96,0,0,0.04,99.96
0CK475DD56A,C-0805,60,2.03,1.27,0.87,"KT8FL K08168,KT8FL K08196",M5-35,2392,0,2392,0,0,0,0,0,100,0,0,0,100
0CK821BK56A,C-0402,60,1.016,0.508,0.49,"KT8FL K08149,KT8FL K31754",M2-37,5756,0,5756,0,1,4,0,0,99.93,0,0.02,0.07,99.91
0CZZB00024A,C-0402,60,1.016,0.508,0.49,"KT8FL K08126,KT8FL K14223",M4-43,2966,12,2954,0,1,5,0,0,99.83,0,0.03,0.17,99.8
0CZZB00035A,C-0402,60,1.016,0.508,0.49,"KT8FL K08031,KT8FL K08034,KT8FL K08040,KT8FL K08082,KT8FL K14224,KT8FL K14276,KT8FL K31624",M3-20,56285,10,56275,0,2,41,0,0,99.93,0,0,0.07,99.92
0CZZB00055B,C-0402,60,1.016,0.508,0.49,"KT8FL K08144,KT8FL K08149",M2-37,607,5,602,0,0,2,0,0,99.67,0,0,0.33,99.67
0DSKE00048A,SMA-copy,70,2.785,2.187,2.1,"KT12F 212643,KT12F 213656",M4-24,609,0,609,0,0,9,0,0,98.52,0,0,1.48,98.52
0RH0101G622,R-1206,60,3.048,1.524,0.57,"KT8FL J79413,KT8FL K14366,KT8FL K14374",M3-32,12111,4,12107,0,1,10,0,0,99.92,0,0.01,0.08,99.91
0RH0102G622,R-1206,60,3.048,1.524,0.57,"KT8FL J79410,KT8FL K08067,KT8FL K14224",M2-36,4705,0,4705,0,3,6,0,0,99.87,0,0.06,0.13,99.81
0RH0222C622,R-0603,60,1.524,0.762,0.49,"KT8FL J79414,KT8FL K14349",M4-42,301,0,301,0,0,1,0,0,99.67,0,0,0.33,99.67
0RH1002C422,R-0603,60,1.524,0.762,0.49,"KT8FL J79408,KT8FL J79522,KT8FL K08041,KT8FL K08168,KT8FL K14343",M2-30,18171,0,18171,0,3,15,0,0,99.92,0,0.02,0.08,99.9
0RH1302C422,R-0603,60,1.524,0.762,0.49,"KT8FL K08145,KT8FL K14219,KT8FL K31755",M3-10,5758,0,5758,0,2,8,0,0,99.86,0,0.03,0.14,99.83
0RH2701C422,R-0603,60,1.524,0.762,0.49,"KT8FL K14395,KT8FL K31720",M3-4,302,0,302,0,1,1,0,0,99.67,0,0.33,0.33,99.34
0RH7501D422,R-0805,60,2.03,1.27,0.53,"KT8FL J79414,KT8FL K14349,KT8FL K14377,KT8FL K14390",M4-42,5762,3,5759,0,6,5,0,0,99.91,0,0.1,0.09,99.81
0RJ0000C678,R-0402,60,1,0.5,0.33,"KT8FL J79410,KT8FL J79415,KT8FL J79521,KT8FL J79530,KT8FL K08007,KT8FL K08026,KT8FL K08029,KT8FL K08031,KT8FL K08065,KT8FL K08067,KT8FL K08077,KT8FL K08141,KT8FL K08147,KT8FL K08195,KT8FL K08199,KT8FL K14218,KT8FL K14223,KT8FL K14327,KT8FL K14334,KT8FL K14338,KT8FL K14350,KT8FL K14379,KT8FL K14381,KT8FL K31624,KT8FL K31752,KT8FL K31758",M1-28,386081,102,385979,0,127,535,0,0,99.86,0,0.03,0.14,99.83
0RJ0000D677,R-0603,60,1.524,0.762,0.49,"KT8FL K08126,KT8FL K14372,KT8FL K31629",M2-10,1260,0,1260,0,17,43,0,0,96.59,0,1.35,3.41,95.24
0RJ0102C678,R-0402,60,1,0.5,0.33,"KT8FL K08034,KT8FL K08037,KT8FL K14339,KT8FL K14348",M1-26,17422,4,17418,0,6,10,0,0,99.94,0,0.03,0.06,99.91
0RJ0102D677,R-0603,60,1.524,0.762,0.49,"KT8FL K08038,KT8FL K14335,KT8FL K14383","M4-35,M5-43",4305,0,4305,1,4,5,0,0,99.88,0.02,0.09,0.12,99.79
0RJ0221C678,R-0402,60,1,0.5,0.33,"KT8FL K08069,KT8FL K08129,KT8FL K08140,KT8FL K14330,KT8FL K31619,KT8FL K31625",M1-43,48484,21,48463,0,16,31,0,0,99.94,0,0.03,0.06,99.9
